,Sami,id,Laura
2022-04-12,,297,3.0
2022-04-13,3.0,298,3.0
2022-04-14,3.0,299,3.0
2022-04-15,,300,3.0
2022-04-16,5.0,301,3.0
2022-04-17,3.0,302,2.0
2022-04-18,,303,3.0
2022-04-19,4.0,304,7.0
2022-04-20,,305,4.0
2022-04-21,5.0,306,5.0
2022-04-22,3.0,307,3.0
2022-04-23,5.0,308,4.0
2022-04-24,2.0,309,2.0
2022-04-25,4.0,310,3.0
2022-04-26,3.0,311,3.0
2022-04-27,4.0,312,4.0
2022-04-28,5.0,313,3.0
2022-04-29,3.0,314,2.0
2022-04-30,6.0,315,5.0
2022-05-01,4.0,316,5.0
2022-05-02,4.0,317,4.0
2022-05-03,4.0,318,5.0
2022-05-04,3.0,319,3.0
2022-05-05,3.0,320,7.0
2022-05-06,4.0,321,3.0
2022-05-07,3.0,322,
2022-05-08,,323,5.0
2022-05-09,4.0,324,4.0
2022-05-10,3.0,325,5.0
2022-05-11,4.0,326,3.0
2022-05-12,4.0,327,
2022-05-13,4.0,328,3.0
2022-05-14,,329,3.0
2022-05-15,6.0,330,6.0
2022-05-16,4.0,331,4.0
2022-05-17,4.0,332,
2022-05-18,3.0,333,3.0
2022-05-19,6.0,334,4.0
2022-05-22,3.0,337,
2022-05-23,4.0,338,3.0
2022-05-24,4.0,339,3.0
2022-05-25,4.0,340,5.0
2022-05-26,3.0,341,3.0
2022-05-27,3.0,342,3.0
2022-05-28,4.0,343,4.0
2022-05-29,5.0,344,4.0
2022-05-30,3.0,345,
2022-05-31,3.0,346,5.0
2022-06-01,5.0,347,4.0
2022-06-02,5.0,348,
2022-06-03,3.0,349,
2022-06-04,5.0,350,
2022-06-05,,351,4.0
2022-06-06,3.0,352,4.0
2022-06-07,3.0,353,4.0
2022-06-08,6.0,354,6.0
2022-06-09,3.0,355,4.0
2022-06-10,4.0,356,4.0
2022-06-11,5.0,357,4.0
2022-06-12,3.0,358,4.0
2022-06-13,4.0,359,4.0
2022-06-14,2.0,360,2.0
2022-06-15,4.0,361,5.0
2022-06-16,3.0,362,4.0
2022-06-17,5.0,363,4.0
2022-06-18,5.0,364,6.0
2022-06-19,,365,4.0
2022-06-20,5.0,366,3.0
2022-06-21,5.0,367,4.0
2022-06-22,4.0,368,4.0
2022-06-23,6.0,369,4.0
2022-06-24,3.0,370,3.0
2022-06-25,5.0,371,4.0
2022-06-26,3.0,372,2.0
2022-06-27,3.0,373,4.0
2022-06-28,5.0,374,5.0
2022-06-29,5.0,375,4.0
2022-06-30,5.0,376,4.0
2022-07-01,4.0,377,5.0
2022-07-02,4.0,378,5.0
2022-07-03,4.0,379,4.0
2022-07-04,3.0,380,5.0
2022-07-05,4.0,381,3.0
2022-07-06,5.0,382,4.0
2022-07-07,4.0,383,3.0
2022-07-08,3.0,384,6.0
2022-07-09,5.0,385,3.0
2022-07-10,4.0,386,3.0
2022-07-11,5.0,387,4.0
2022-07-12,4.0,388,5.0
2022-07-13,4.0,389,4.0
2022-07-14,5.0,390,6.0
2022-07-15,4.0,391,6.0
2022-07-16,3.0,392,4.0
2022-07-17,4.0,393,3.0
2022-07-18,3.0,394,3.0
2022-07-19,2.0,395,3.0
2022-07-20,4.0,396,6.0
2022-07-21,4.0,397,
2022-07-22,5.0,398,3.0
2022-07-23,5.0,399,4.0
2022-07-24,4.0,400,4.0
2022-07-25,5.0,401,5.0
2022-07-26,6.0,402,5.0
2022-07-27,4.0,403,3.0
2022-07-28,6.0,404,
2022-07-29,5.0,405,5.0
2022-07-30,4.0,406,4.0
2022-07-31,4.0,407,
2022-08-01,4.0,408,3.0
2022-08-02,5.0,409,7.0
2022-08-03,5.0,410,5.0
2022-08-04,5.0,411,3.0
2022-08-05,6.0,412,5.0
2022-08-06,4.0,413,4.0
2022-08-07,5.0,414,4.0
2022-08-08,3.0,415,3.0
2022-08-09,5.0,416,3.0
2022-08-10,4.0,417,4.0
2022-08-11,3.0,418,3.0
2022-08-12,3.0,419,
2022-08-13,5.0,420,4.0
2022-08-14,5.0,421,3.0
2022-08-15,3.0,422,4.0
2022-08-16,5.0,423,6.0
2022-08-17,4.0,424,4.0
2022-08-18,4.0,425,4.0
2022-08-19,4.0,426,4.0
2022-08-20,,427,4.0
2022-08-21,4.0,428,4.0
2022-08-22,5.0,429,4.0
2022-08-23,4.0,430,5.0
2022-08-24,5.0,431,4.0
2022-08-25,4.0,432,5.0
2022-08-26,4.0,433,4.0
2022-08-27,4.0,434,5.0
2022-08-28,4.0,435,4.0
2022-08-29,4.0,436,3.0
2022-08-30,4.0,437,3.0
2022-08-31,6.0,438,7.0
2022-09-01,5.0,439,4.0
2022-09-02,3.0,440,2.0
2022-09-03,4.0,441,5.0
2022-09-04,4.0,442,5.0
2022-09-05,4.0,443,4.0
2022-09-06,5.0,444,7.0
2022-09-07,2.0,445,3.0
2022-09-15,3.0,453,
2022-09-16,3.0,454,
2022-09-17,3.0,455,3.0
2022-09-18,3.0,456,4.0
2022-09-19,6.0,457,4.0
2022-09-20,4.0,458,4.0
2022-09-21,5.0,459,5.0
2022-09-22,3.0,460,4.0
2022-09-23,3.0,461,
2022-09-25,5.0,463,4.0
2022-09-26,4.0,464,
2022-09-27,,465,4.0
2022-09-28,3.0,466,3.0
2022-09-29,5.0,467,4.0
2022-09-30,4.0,468,5.0
2022-10-01,6.0,469,5.0
2022-10-02,3.0,470,4.0
2022-10-03,3.0,471,5.0
2022-10-04,4.0,472,4.0
2022-10-05,2.0,473,4.0
2022-10-06,3.0,474,4.0
2022-10-07,5.0,475,4.0
2022-10-08,4.0,476,6.0
2022-10-09,5.0,477,5.0
2022-10-10,4.0,478,5.0
2022-10-11,3.0,479,4.0
2022-10-12,6.0,480,5.0
2022-10-13,3.0,481,4.0
2022-10-14,4.0,482,4.0
2022-10-15,6.0,483,4.0
2022-10-16,4.0,484,4.0
2022-10-17,3.0,485,4.0
2022-10-18,4.0,486,4.0
2022-10-19,3.0,487,4.0
2022-10-20,3.0,488,4.0
2022-10-21,3.0,489,3.0
2022-10-22,5.0,490,3.0
2022-10-23,5.0,491,5.0
2022-10-24,4.0,492,2.0
2022-10-25,,493,4.0
2022-10-26,4.0,494,3.0
2022-10-27,4.0,495,3.0
2022-10-28,3.0,496,4.0
2022-10-29,4.0,497,4.0
2022-10-30,4.0,498,6.0
2022-10-31,4.0,499,4.0
2022-11-01,5.0,500,5.0
2022-11-02,4.0,501,5.0
2022-11-03,3.0,502,3.0
2022-11-04,4.0,503,3.0
2022-11-05,3.0,504,
2022-11-06,3.0,505,3.0
2022-11-07,4.0,506,4.0
2022-11-08,3.0,507,3.0
2022-11-09,3.0,508,2.0
2022-11-10,4.0,509,3.0
2022-11-11,5.0,510,
2022-11-12,4.0,511,3.0
2022-11-13,4.0,512,5.0
2022-11-14,3.0,513,2.0
2022-11-15,,514,3.0
2022-11-16,6.0,515,3.0
2022-11-17,3.0,516,2.0
2022-11-19,3.0,518,
2022-11-21,4.0,520,5.0
2022-11-22,4.0,521,3.0
2022-11-23,3.0,522,4.0
2022-11-24,3.0,523,3.0
2022-11-25,2.0,524,2.0
2022-11-26,3.0,525,4.0
2022-11-27,4.0,526,4.0
2022-11-28,5.0,527,4.0
2022-11-29,4.0,528,6.0
2022-11-30,6.0,529,3.0
2022-12-01,4.0,530,5.0
2022-12-02,4.0,531,3.0
2022-12-03,3.0,532,3.0
2022-12-04,3.0,533,
2022-12-05,5.0,534,
2022-12-06,3.0,535,3.0
2022-12-07,3.0,536,3.0
2022-12-08,,537,4.0
2022-12-09,3.0,538,
2022-12-10,5.0,539,5.0
2022-12-11,3.0,540,3.0
2022-12-12,4.0,541,5.0
2022-12-13,4.0,542,
2022-12-14,5.0,543,4.0
2022-12-15,4.0,544,5.0
2022-12-16,5.0,545,3.0
2022-12-17,3.0,546,3.0
2022-12-18,3.0,547,2.0
2022-12-19,,548,3.0
2022-12-20,4.0,549,3.0
2022-12-21,5.0,550,4.0
2022-12-23,4.0,552,
2022-12-24,3.0,553,5.0
2022-12-25,,554,3.0
2022-12-26,5.0,555,3.0
2022-12-27,6.0,556,3.0
2022-12-29,4.0,558,
2022-12-31,4.0,560,4.0
2023-01-01,4.0,561,3.0
2023-01-02,4.0,562,
2023-01-04,5.0,564,5.0
2023-01-05,4.0,565,
2023-01-06,5.0,566,3.0
2023-01-07,3.0,567,4.0
2023-01-08,3.0,568,3.0
2023-01-09,3.0,569,4.0
2023-01-10,3.0,571,3.0
2023-01-11,5.0,572,4.0
2023-01-12,3.0,573,4.0
2023-01-14,4.0,574,3.0
2023-01-15,3.0,575,3.0
2023-01-16,3.0,576,4.0
2023-01-17,3.0,577,
2023-01-19,4.0,580,
2023-01-21,,581,4.0
2023-01-22,5.0,582,4.0
2023-01-23,4.0,584,3.0
2023-01-24,5.0,585,6.0
2023-01-26,3.0,586,
2023-01-27,3.0,588,3.0
2023-01-28,3.0,589,2.0
2023-01-29,4.0,590,3.0
2023-01-30,3.0,591,4.0
2023-02-01,3.0,592,3.0
2023-02-03,3.0,594,4.0
2023-02-04,4.0,595,4.0
2023-02-05,3.0,596,5.0
2023-02-06,4.0,597,3.0
2023-02-07,3.0,598,2.0
2023-02-08,4.0,599,3.0
2023-02-09,3.0,600,3.0
2023-02-10,5.0,601,
2023-02-11,3.0,602,
2023-02-12,5.0,603,
2023-02-13,4.0,604,3.0
2023-02-14,3.0,605,2.0
2023-02-15,5.0,606,3.0
2023-02-16,5.0,607,
2023-02-18,5.0,609,
2023-02-19,4.0,610,4.0
2023-02-20,3.0,611,2.0
2023-02-21,4.0,612,3.0
2023-02-22,5.0,613,4.0
2023-02-23,4.0,614,
2023-02-24,5.0,615,5.0
2023-02-26,4.0,617,3.0
2023-02-27,4.0,618,
2023-02-28,4.0,619,5.0
2023-03-01,3.0,620,4.0
2023-03-02,3.0,621,3.0
2023-03-03,5.0,622,3.0
2023-03-04,3.0,623,3.0
2023-03-05,4.0,624,4.0
2023-03-06,4.0,625,4.0
2023-03-07,2.0,626,3.0
2023-03-08,6.0,627,4.0
2023-03-09,4.0,628,
2023-03-10,4.0,629,
2023-03-11,4.0,630,4.0
2023-03-12,4.0,631,4.0
2023-03-13,4.0,632,3.0
2023-03-14,3.0,633,2.0
2023-03-15,5.0,634,3.0
2023-03-16,5.0,635,4.0
2023-03-17,3.0,636,3.0
2023-03-18,4.0,637,3.0
2023-03-19,5.0,638,5.0
2023-03-20,4.0,639,3.0
2023-03-21,4.0,640,3.0
2023-03-22,3.0,641,4.0
2023-03-24,3.0,643,
2023-03-25,4.0,644,4.0
2023-03-26,3.0,645,4.0
2023-03-27,3.0,646,4.0
2023-03-28,5.0,647,3.0
2023-03-29,4.0,648,
2023-03-30,5.0,649,4.0
2023-03-31,4.0,650,3.0
2023-04-01,4.0,651,4.0
2023-04-02,3.0,652,3.0
2023-04-03,4.0,653,3.0
2023-04-04,3.0,654,
2023-04-05,5.0,655,4.0
2023-04-06,4.0,656,6.0
2023-04-07,4.0,657,
2023-04-08,4.0,658,
2023-04-09,3.0,659,4.0
2023-04-10,3.0,660,
2023-04-11,3.0,661,
2023-04-12,5.0,662,6.0
2023-04-13,4.0,663,5.0
2023-04-14,4.0,664,3.0
2023-04-15,4.0,665,5.0
2023-04-16,5.0,666,5.0
2023-04-17,4.0,667,3.0
2023-04-18,4.0,668,3.0
2023-04-19,3.0,669,3.0
2023-04-20,2.0,670,2.0
2023-04-21,4.0,671,4.0
2023-04-22,5.0,672,3.0
2023-04-23,5.0,673,5.0
2023-04-24,4.0,674,3.0
2023-04-25,7.0,675,4.0
2023-04-26,3.0,676,3.0
2023-04-27,5.0,677,4.0
2023-04-28,3.0,678,4.0
2023-04-29,3.0,679,3.0
2023-04-30,5.0,680,
2023-05-01,4.0,681,2.0
2023-05-02,3.0,682,
2023-05-03,5.0,683,5.0
2023-05-04,5.0,684,5.0
2023-05-05,4.0,685,5.0
2023-05-06,5.0,686,4.0
2023-05-07,4.0,687,4.0
2023-05-08,5.0,688,5.0
2023-05-09,4.0,689,5.0
2023-05-10,4.0,690,3.0
2023-05-11,3.0,691,5.0
2023-05-12,4.0,692,3.0
2023-05-13,4.0,693,3.0
2023-05-14,5.0,694,
2023-05-15,4.0,695,5.0
2023-05-16,5.0,696,3.0
2023-05-17,5.0,697,3.0
2023-05-18,4.0,698,4.0
2023-05-19,4.0,699,2.0
2023-05-20,4.0,700,3.0
2023-05-21,3.0,701,2.0
2023-05-22,4.0,702,5.0
2023-05-23,4.0,703,2.0
2023-05-24,3.0,704,3.0
2023-05-25,5.0,705,4.0
2023-05-26,4.0,706,4.0
2023-05-27,3.0,707,4.0
2023-05-28,6.0,708,3.0
2023-05-29,3.0,709,2.0
2023-05-30,4.0,710,4.0
2023-05-31,5.0,711,4.0
2023-06-01,6.0,712,7.0
2023-06-02,3.0,713,3.0
2023-06-03,6.0,714,5.0
2023-06-04,2.0,715,
2023-06-05,3.0,716,4.0
2023-06-06,5.0,717,4.0
2023-06-07,4.0,718,3.0
2023-06-08,3.0,719,4.0
2023-06-09,5.0,720,4.0
2023-06-10,5.0,721,3.0
2023-06-11,3.0,722,5.0
2023-06-12,4.0,723,4.0
2023-06-13,5.0,724,5.0
2023-06-14,6.0,725,3.0
2023-06-15,5.0,726,5.0
2023-06-16,3.0,727,3.0
2023-06-17,4.0,728,4.0
2023-06-18,4.0,729,
2023-06-19,5.0,730,3.0
2023-06-20,3.0,731,4.0
2023-06-21,3.0,732,3.0
2023-06-22,5.0,733,4.0
2023-06-23,4.0,734,4.0
2023-06-24,4.0,735,4.0
2023-06-25,4.0,736,4.0
2023-06-26,3.0,737,2.0
2023-06-27,3.0,738,3.0
2023-06-28,4.0,739,5.0
2023-06-29,4.0,740,
2023-06-30,4.0,741,3.0
2023-07-01,4.0,742,3.0
2023-07-02,3.0,743,3.0
2023-07-03,3.0,744,3.0
2023-07-04,4.0,745,2.0
2023-07-05,4.0,746,3.0
2023-07-06,4.0,747,4.0
2023-07-07,3.0,748,3.0
2023-07-08,4.0,749,7.0
2023-07-09,4.0,750,4.0
2023-07-10,5.0,751,4.0
2023-07-11,4.0,752,3.0
2023-07-12,3.0,753,
2023-07-13,5.0,754,3.0
2023-07-14,4.0,755,4.0
2023-07-15,4.0,756,3.0
2023-07-16,3.0,757,
2023-07-17,3.0,758,3.0
2023-07-18,5.0,759,4.0
2023-07-19,3.0,760,3.0
2023-07-20,4.0,761,3.0
2023-07-21,5.0,762,5.0
2023-07-22,5.0,763,4.0
2023-07-23,4.0,764,3.0
2023-07-24,5.0,765,5.0
2023-07-25,5.0,766,5.0
2023-07-26,2.0,767,
2023-08-08,4.0,780,5.0
2023-08-09,6.0,781,4.0
2023-08-10,4.0,782,3.0
2023-08-11,4.0,783,
2023-08-12,4.0,784,4.0
2023-08-13,4.0,785,4.0
2023-08-14,4.0,786,3.0
2023-08-15,4.0,787,4.0
2023-08-16,4.0,788,4.0
2023-08-17,3.0,789,4.0
2023-08-18,3.0,790,3.0
2023-08-19,5.0,791,3.0
2023-08-20,5.0,792,3.0
2023-08-21,4.0,793,3.0
2023-08-22,4.0,794,3.0
2023-08-23,5.0,795,6.0
2023-08-24,4.0,796,4.0
2023-08-25,3.0,797,3.0
2023-08-26,4.0,798,3.0
2023-08-27,4.0,799,4.0
2023-08-28,3.0,800,3.0
2023-08-29,4.0,801,5.0
2023-08-30,4.0,802,5.0
2023-08-31,5.0,803,3.0
2023-09-01,3.0,804,3.0
2023-09-02,5.0,805,
2023-09-03,4.0,806,5.0
2023-09-04,5.0,807,4.0
2023-09-05,4.0,808,3.0
2023-09-06,3.0,809,3.0
2023-09-07,5.0,810,5.0
2023-09-08,2.0,811,2.0
2023-09-09,3.0,812,4.0
2023-09-10,4.0,813,4.0
2023-09-11,5.0,814,4.0
2023-09-12,3.0,815,3.0
2023-09-13,3.0,816,3.0
2023-09-14,3.0,817,3.0
2023-09-15,4.0,818,
2023-09-16,4.0,819,5.0
2023-09-17,3.0,820,4.0
2023-09-18,3.0,821,4.0
2023-09-19,4.0,822,4.0
2023-09-20,3.0,823,3.0
2023-09-21,4.0,824,3.0
2023-09-22,4.0,825,4.0
2023-09-23,5.0,826,3.0
2023-09-24,3.0,827,3.0
2023-09-25,4.0,828,3.0
2023-09-26,4.0,829,3.0
2023-09-27,3.0,830,3.0
2023-09-28,4.0,831,
2023-09-29,5.0,832,
2023-09-30,6.0,833,
2023-10-01,4.0,834,5.0
2023-10-02,3.0,835,3.0
2023-10-03,4.0,836,3.0
2023-10-04,4.0,837,3.0
2023-10-05,6.0,838,4.0
2023-10-06,3.0,839,4.0
2023-10-07,4.0,840,5.0
2023-10-08,4.0,841,4.0
2023-10-09,3.0,842,4.0
2023-10-10,4.0,843,3.0
2023-10-11,4.0,844,4.0
2023-10-12,5.0,845,5.0
2023-10-13,3.0,846,5.0
2023-10-14,4.0,847,3.0
2023-10-15,5.0,848,3.0
2023-10-16,4.0,849,5.0
2023-10-17,3.0,850,4.0
2023-10-18,4.0,851,5.0
2023-10-19,5.0,852,5.0
2023-10-20,4.0,853,4.0
2023-10-21,3.0,854,3.0
2023-10-22,4.0,855,5.0
2023-10-23,3.0,856,3.0
2023-10-24,3.0,857,4.0
2023-10-25,5.0,858,4.0
2023-10-26,4.0,859,4.0
2023-10-27,3.0,860,4.0
2023-10-28,3.0,861,3.0
2023-10-29,5.0,862,4.0
2023-10-30,4.0,863,5.0
2023-10-31,4.0,864,3.0
2023-11-01,5.0,865,3.0
2023-11-02,4.0,866,4.0
2023-11-03,4.0,867,6.0
2023-11-04,5.0,868,4.0
2023-11-05,4.0,869,3.0
2023-11-06,3.0,870,2.0
2023-11-07,4.0,871,3.0
2023-11-08,5.0,872,5.0
2023-11-09,5.0,873,4.0
2023-11-10,2.0,874,2.0
2023-11-11,4.0,875,4.0
2023-11-12,5.0,876,4.0
2023-11-13,6.0,877,3.0
2023-11-14,5.0,878,6.0
2023-11-15,5.0,879,3.0
2023-11-16,5.0,880,3.0
2023-11-17,3.0,881,2.0
2023-11-18,4.0,882,3.0
2023-11-19,5.0,883,4.0
2023-11-20,5.0,884,3.0
2023-11-21,3.0,885,3.0
2023-11-22,5.0,886,5.0
2023-11-23,4.0,887,3.0
2023-11-24,3.0,888,
2023-11-25,4.0,889,3.0
2023-11-26,3.0,890,
2023-11-27,3.0,891,4.0
2023-11-28,4.0,892,3.0
2023-11-29,5.0,893,4.0
2023-11-30,4.0,894,4.0
2023-12-01,4.0,895,
2023-12-02,5.0,896,4.0
2023-12-03,3.0,897,3.0
2023-12-04,3.0,898,3.0
2023-12-05,3.0,899,3.0
2023-12-06,3.0,900,3.0
2023-12-07,4.0,901,5.0
2023-12-08,4.0,902,3.0
2023-12-09,5.0,903,4.0
2023-12-10,4.0,904,
2023-12-11,4.0,905,3.0
2023-12-12,4.0,906,2.0
2023-12-13,4.0,907,3.0
2023-12-14,4.0,908,3.0
2023-12-15,5.0,909,3.0
2023-12-16,4.0,910,4.0
2023-12-17,5.0,911,3.0
2023-12-18,4.0,912,4.0
2023-12-19,3.0,913,3.0
2023-12-20,4.0,914,4.0
2023-12-21,5.0,915,5.0
2023-12-22,4.0,916,
2023-12-23,5.0,917,3.0
2023-12-24,5.0,918,3.0
2023-12-25,4.0,919,3.0
2023-12-26,3.0,920,4.0
2023-12-27,3.0,921,4.0
2023-12-28,3.0,922,2.0
2023-12-29,4.0,923,4.0
2023-12-30,4.0,924,3.0
2023-12-31,5.0,925,2.0
2024-01-01,3.0,926,3.0
2024-01-02,6.0,927,4.0
2024-01-03,4.0,928,3.0
2024-01-04,4.0,929,3.0
2024-01-05,4.0,930,3.0
2024-01-06,5.0,931,4.0
2024-01-07,3.0,932,
2024-01-08,4.0,933,
2024-01-09,6.0,934,4.0
2024-01-10,4.0,935,4.0
2024-01-11,6.0,936,4.0
2024-01-12,2.0,937,2.0
2024-01-13,2.0,938,
2024-01-14,3.0,939,3.0
2024-01-15,6.0,940,4.0
2024-01-16,3.0,941,3.0
2024-01-17,3.0,942,2.0
2024-01-18,4.0,943,2.0
2024-01-19,5.0,944,3.0
2024-01-20,4.0,945,3.0
2024-01-21,3.0,946,3.0
2024-01-22,3.0,947,3.0
2024-01-23,4.0,948,4.0
2024-01-24,3.0,949,3.0
2024-01-25,5.0,950,3.0
2024-01-26,4.0,951,3.0
2024-01-27,3.0,952,3.0
2024-01-28,5.0,953,
2024-01-29,5.0,954,6.0
2024-01-30,5.0,955,4.0
2024-01-31,4.0,956,4.0
2024-02-01,3.0,957,3.0
2024-02-02,4.0,958,3.0
2024-02-03,,959,3.0
2024-02-04,4.0,960,5.0
2024-02-05,6.0,961,4.0
2024-02-06,4.0,962,4.0
2024-02-07,3.0,963,3.0
2024-02-08,4.0,964,3.0
2024-02-09,4.0,965,3.0
2024-02-10,4.0,966,3.0
2024-02-11,3.0,967,4.0
2024-02-12,3.0,968,3.0
2024-02-13,3.0,969,3.0
2024-02-14,5.0,970,4.0
2024-02-15,3.0,971,4.0
2024-02-16,5.0,972,4.0
2024-02-17,3.0,973,3.0
2024-02-18,4.0,974,4.0
2024-02-19,6.0,975,3.0
2024-02-20,3.0,976,3.0
2024-02-21,5.0,977,3.0
2024-02-22,4.0,978,4.0
2024-02-23,3.0,979,2.0
2024-02-24,6.0,980,4.0
2024-02-25,3.0,981,3.0
2024-02-26,4.0,982,4.0
2024-02-27,4.0,983,4.0
2024-02-28,4.0,984,5.0
2024-02-29,4.0,985,4.0
2024-03-01,3.0,986,4.0
2024-03-02,4.0,987,4.0
2024-03-03,4.0,988,3.0
2024-03-04,4.0,989,3.0
2024-03-05,5.0,990,4.0
2024-03-06,3.0,991,2.0
2024-03-07,4.0,992,3.0
2024-03-08,4.0,993,4.0
2024-03-09,5.0,994,4.0
2024-03-10,3.0,995,3.0
2024-03-11,4.0,996,3.0
2024-03-12,6.0,997,4.0
2024-03-13,4.0,998,3.0
2024-03-14,4.0,999,3.0
2024-03-15,3.0,1000,3.0
2024-03-16,4.0,1001,5.0
2024-03-17,4.0,1002,3.0
2024-03-18,4.0,1003,3.0
2024-03-19,4.0,1004,4.0
2024-03-20,5.0,1005,4.0
2024-03-21,6.0,1006,3.0
2024-03-22,5.0,1007,3.0
2024-03-23,4.0,1008,4.0
2024-03-24,4.0,1009,3.0
2024-03-25,4.0,1010,3.0
2024-03-26,4.0,1011,3.0
2024-03-27,4.0,1012,3.0
2024-03-28,5.0,1013,3.0
2024-03-29,3.0,1014,3.0
2024-03-30,3.0,1015,3.0
2024-03-31,5.0,1016,4.0
2024-04-01,3.0,1017,3.0
2024-04-02,2.0,1018,6.0
2024-04-03,4.0,1019,3.0
2024-04-04,4.0,1020,3.0
2024-04-05,3.0,1021,3.0
2024-04-06,5.0,1022,3.0
2024-04-07,4.0,1023,3.0
2024-04-08,6.0,1024,5.0
2024-04-09,4.0,1025,3.0
2024-04-10,3.0,1026,3.0
2024-04-11,4.0,1027,3.0
2024-04-12,5.0,1028,4.0
2024-04-13,4.0,1029,3.0
2024-04-14,4.0,1030,4.0
2024-04-15,3.0,1031,4.0
2024-04-16,4.0,1032,3.0
2024-04-17,3.0,1033,4.0
2024-04-18,3.0,1034,
2024-04-19,3.0,1035,2.0
2024-04-20,4.0,1036,4.0
2024-04-21,6.0,1037,
2024-04-22,3.0,1038,2.0
2024-04-23,6.0,1039,5.0
2024-04-24,5.0,1040,
2024-04-25,5.0,1041,3.0
2024-04-26,3.0,1042,
2024-04-27,4.0,1043,
2024-04-28,4.0,1044,3.0
2024-04-29,4.0,1045,3.0
2024-04-30,5.0,1046,4.0
2024-05-01,3.0,1047,3.0
2024-05-02,4.0,1048,3.0
2024-05-03,3.0,1049,3.0
2024-05-04,4.0,1050,
2024-05-05,4.0,1051,4.0
2024-05-06,4.0,1052,3.0
2024-05-07,3.0,1053,3.0
2024-05-08,5.0,1054,4.0
2024-05-09,6.0,1055,3.0
2024-05-10,4.0,1056,4.0
2024-05-11,5.0,1057,4.0
2024-05-12,3.0,1058,5.0
2024-05-13,4.0,1059,5.0
2024-05-14,4.0,1060,3.0
2024-05-15,4.0,1061,3.0
2024-05-16,3.0,1062,4.0
2024-05-17,5.0,1063,4.0
2024-05-18,4.0,1064,4.0
2024-05-19,6.0,1065,6.0
2024-05-20,5.0,1066,3.0
2024-05-21,3.0,1067,4.0
2024-05-22,4.0,1068,3.0
2024-05-23,4.0,1069,5.0
2024-05-24,3.0,1070,3.0
2024-05-25,4.0,1071,4.0
2024-05-26,6.0,1072,4.0
2024-05-27,5.0,1073,4.0
2024-05-28,3.0,1074,3.0
2024-05-29,5.0,1075,6.0
2024-05-30,4.0,1076,5.0
2024-05-31,4.0,1077,4.0
2024-06-01,5.0,1078,4.0
2024-06-02,4.0,1079,4.0
2024-06-03,2.0,1080,2.0
2024-06-04,3.0,1081,3.0
2024-06-05,4.0,1082,
2024-06-06,2.0,1083,2.0
2024-06-07,3.0,1084,3.0
2024-06-08,4.0,1085,4.0
2024-06-09,4.0,1086,4.0
2024-06-10,3.0,1087,5.0
2024-06-11,4.0,1088,3.0
2024-06-12,4.0,1089,4.0
2024-06-13,4.0,1090,4.0
2024-06-14,4.0,1091,
2024-06-15,3.0,1092,3.0
2024-06-16,3.0,1093,3.0
2024-06-17,4.0,1094,4.0
2024-06-18,4.0,1095,3.0
2024-06-19,2.0,1096,2.0
2024-06-20,4.0,1097,4.0
2024-06-21,3.0,1098,
2024-06-22,5.0,1099,
2024-06-23,4.0,1100,3.0
2024-06-24,5.0,1101,4.0
2024-06-25,3.0,1102,2.0
2024-06-26,4.0,1103,3.0
